,Company,Product,TypeName,Inches,ScreenResolution,Cpu,Ram,Memory,Gpu,OpSys,Weight,Price,Frequenza,Risoluzione,Pixel,GpuCompany,MemoriaSSD,SolidStateDisk,TotalMemory,dedicated_GPU
687,Acer,Aspire VX5-591G,Gaming,15.6,Full HD 1920x1080,Intel Core i5 7300HQ 2.5GHz,16,256GB SSD,Nvidia GeForce GTX 1050 Ti,Windows 10,2.5,1299.0,2.5,1920x1080,2073600,Nvidia,256,True,256,True
688,MSI,GV62M 7RD,Gaming,15.6,Full HD 1920x1080,Intel Core i5 7300HQ 2.5GHz,8,256GB SSD,Nvidia GeForce GTX 1050,Windows 10,2.2,997.9,2.5,1920x1080,2073600,Nvidia,256,True,256,True
689,Asus,L502NA-GO052T (N3350/4GB/128GB/W10),Notebook,15.6,1366x768,Intel Celeron Dual Core N3350 1.1GHz,4,128GB SSD,Intel HD Graphics 500,Windows 10,1.86,419.0,1.1,1366x768,1049088,Intel,128,True,128,False
690,Dell,Alienware 15,Gaming,15.6,Full HD 1920x1080,Intel Core i5 7300HQ 2.5GHz,16,128GB SSD +  1024GB HDD,Nvidia GeForce GTX 1060,Windows 10,3.21,2051.0,2.5,1920x1080,2073600,Nvidia,128,True,1152,True
691,HP,17-bs000nv I3,Notebook,17.3,IPS Panel Full HD 1920x1080,Intel Core i3 6006U 2GHz,4,256GB SSD,AMD Radeon R5 520,Windows 10,2.5,699.0,2.0,1920x1080,2073600,AMD,256,True,256,True
692,Lenovo,Yoga 730,2 in 1 Convertible,13.3,IPS Panel Full HD / Touchscreen 1920x1080,Intel Core i7 8550U 1.8GHz,8,512GB SSD,Intel UHD Graphics 620,Windows 10,1.19,1499.0,1.8,1920x1080,2073600,Intel,512,True,512,False
693,Dell,Alienware 15,Gaming,15.6,Full HD 1920x1080,Intel Core i7 7820HK 2.9GHz,16,256GB SSD +  1024GB HDD,Nvidia GeForce GTX 1070,Windows 10,3.49,2813.75,2.9,1920x1080,2073600,Nvidia,256,True,1280,True
694,HP,250 G6,Notebook,15.6,1366x768,Intel Core i5 7200U 2.5GHz,4,500GB HDD,AMD Radeon 520,Windows 10,1.86,612.61,2.5,1366x768,1049088,AMD,0,False,500,True
695,Dell,Inspiron 3567,Notebook,15.6,1366x768,Intel Core i3 6006U 2GHz,4,1024GB HDD,AMD Radeon R5 M430,Windows 10,2.2,545.67,2.0,1366x768,1049088,AMD,0,False,1024,True
696,HP,17-Y002nv (A10-9600P/6GB/2TB/Radeon,Notebook,17.3,IPS Panel Full HD 1920x1080,AMD A10-Series 9600P 2.4GHz,6,2048GB HDD,AMD Radeon R7 M440,Windows 10,2.65,569.0,2.4,1920x1080,2073600,AMD,0,False,2048,True
697,Lenovo,V110-15ISK (3855U/4GB/500GB/W10),Notebook,15.6,1366x768,Intel Celeron Dual Core 3855U 1.6GHz,4,500GB HDD,Intel HD Graphics 510,Windows 10,2.1,318.0,1.6,1366x768,1049088,Intel,0,False,500,False
698,Acer,Chromebook 14,Notebook,14.0,1366x768,Intel Celeron Dual Core 3855U 1.6GHz,4,32GB Flash Storage,Intel HD Graphics 510,Chrome OS,1.45,375.0,1.6,1366x768,1049088,Intel,0,False,32,False
699,Lenovo,IdeaPad 520s-14IKB,Notebook,14.0,Full HD 1920x1080,Intel Core i5 7200U 2.5GHz,4,256GB SSD,Intel HD Graphics 620,Windows 10,1.7,699.0,2.5,1920x1080,2073600,Intel,256,True,256,False
700,HP,ZBook 17,Workstation,17.3,Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,8,500GB HDD,Nvidia Quadro M1200,Windows 10,3.14,1907.99,2.8,1920x1080,2073600,Nvidia,0,False,500,True
701,Lenovo,ThinkPad X1,2 in 1 Convertible,14.0,Touchscreen 2560x1440,Intel Core i7 7500U 2.7GHz,8,256GB SSD,Intel HD Graphics 620,Windows 10,1.42,2590.0,2.7,2560x1440,3686400,Intel,256,True,256,False
702,Toshiba,Satellite Pro,Notebook,13.3,IPS Panel Full HD 1920x1080,Intel Core i5 7200U 2.5GHz,8,256GB SSD,Intel HD Graphics 620,Windows 10,1.5,973.0,2.5,1920x1080,2073600,Intel,256,True,256,False
703,Acer,TravelMate B117-M,Netbook,11.6,1366x768,Intel Celeron Dual Core N3050 1.6GHz,4,32GB Flash Storage,Intel HD Graphics,Windows 10,1.4,269.0,1.6,1366x768,1049088,Intel,0,False,32,False
704,Lenovo,Yoga 910-13IKB,2 in 1 Convertible,14.0,Full HD / Touchscreen 1920x1080,Intel Core i7 7500U 2.7GHz,16,512GB SSD,Intel HD Graphics 620,Windows 10,1.38,1749.0,2.7,1920x1080,2073600,Intel,512,True,512,False
705,Asus,Chromebook Flip,2 in 1 Convertible,12.5,Full HD / Touchscreen 1920x1080,Intel Core M M3-6Y30 0.9GHz,4,64GB Flash Storage,Intel HD Graphics 515,Chrome OS,1.2,669.0,0.9,1920x1080,2073600,Intel,0,False,64,False
706,Toshiba,Portege Z30T-C-133,Ultrabook,13.3,Full HD / Touchscreen 1920x1080,Intel Core i7 6500U 2.5GHz,16,512GB SSD,Intel HD Graphics 520,Windows 10,1.36,1877.0,2.5,1920x1080,2073600,Intel,512,True,512,False
707,HP,15-bs011nv (i7-7500U/4GB/500GB/Radeon,Notebook,15.6,IPS Panel Full HD 1920x1080,Intel Core i7 7500U 2.7GHz,4,500GB HDD,AMD Radeon 530,Windows 10,2.1,689.0,2.7,1920x1080,2073600,AMD,0,False,500,True
708,Dell,Inspiron 5577,Gaming,15.6,Full HD 1920x1080,Intel Core i5 7300HQ 2.5GHz,8,1024GB HDD,Nvidia GeForce GTX 1050,Windows 10,2.56,819.0,2.5,1920x1080,2073600,Nvidia,0,False,1024,True
709,Lenovo,IdeaPad 320-15AST,Notebook,15.6,Full HD 1920x1080,AMD A9-Series 9420 2.9GHz,4,256GB SSD,AMD Radeon 530,Windows 10,2.2,399.0,2.9,1920x1080,2073600,AMD,256,True,256,True
710,Lenovo,IdeaPad 320-15ABR,Notebook,15.6,1366x768,AMD A12-Series 9720P 3.6GHz,8,1024GB HDD,AMD Radeon R7,Windows 10,2.2,429.0,3.6,1366x768,1049088,AMD,0,False,1024,True
711,Lenovo,V310-15IKB (i5-7200U/4GB/1TB/FHD/W10),Notebook,15.6,Full HD 1920x1080,Intel Core i5 7200U 2.5GHz,4,1024GB HDD +  1024GB HDD,Intel HD Graphics 620,Windows 10,2.1,621.45,2.5,1920x1080,2073600,Intel,0,False,2048,False
712,Lenovo,V310-15ISK (i3-6006U/4GB/500GB/No,Notebook,15.6,1366x768,Intel Core i3 6006U 2GHz,4,500GB HDD,Intel HD Graphics 520,No OS,1.9,450.0,2.0,1366x768,1049088,Intel,0,False,500,False
713,Dell,Vostro 5568,Notebook,15.6,Full HD 1920x1080,Intel Core i5 7200U 2.5GHz,8,256GB SSD,Intel HD Graphics 620,Windows 10,2.18,795.0,2.5,1920x1080,2073600,Intel,256,True,256,False
714,Acer,Spin 5,2 in 1 Convertible,13.3,IPS Panel Full HD / Touchscreen 1920x1080,Intel Core i5 8250U 1.6GHz,8,256GB SSD,Intel UHD Graphics 620,Windows 10,1.6,999.0,1.6,1920x1080,2073600,Intel,256,True,256,False
715,Lenovo,ThinkPad P51s,Workstation,15.6,Full HD 1920x1080,Intel Core i7 6500U 2.5GHz,16,512GB SSD,Nvidia Quadro M520M,Windows 7,2.18,1855.0,2.5,1920x1080,2073600,Nvidia,512,True,512,True
716,Lenovo,Thinkpad T460p,Notebook,14.0,Full HD 1920x1080,Intel Core i5 6300HQ 2.3GHz,8,256GB SSD,Intel HD Graphics 520,Windows 10,1.8,1191.0,2.3,1920x1080,2073600,Intel,256,True,256,False
717,HP,17-ak002nv (A10-9620P/6GB/2TB/Radeon,Notebook,17.3,IPS Panel Full HD 1920x1080,AMD A10-Series 9620P 2.5GHz,6,2048GB HDD,AMD Radeon 530,Windows 10,2.71,655.01,2.5,1920x1080,2073600,AMD,0,False,2048,True
718,Lenovo,Legion Y520-15IKBN,Gaming,15.6,IPS Panel Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,8,128GB SSD +  1024GB HDD,Nvidia GeForce GTX 1050 Ti,Windows 10,2.5,1249.0,2.8,1920x1080,2073600,Nvidia,128,True,1152,True
719,Dell,Latitude 5480,Notebook,14.0,Full HD 1920x1080,Intel Core i5 7440HQ 2.8GHz,8,256GB SSD,Nvidia GeForce 930MX,Linux,1.64,1089.0,2.8,1920x1080,2073600,Nvidia,256,True,256,True
720,Dell,Vostro 5568,Notebook,15.6,Full HD 1920x1080,Intel Core i5 7200U 2.5GHz,8,1024GB HDD,Intel HD Graphics 620,Linux,1.98,726.0,2.5,1920x1080,2073600,Intel,0,False,1024,False
721,Asus,VivoBook E403NA,Notebook,14.0,Full HD 1920x1080,Intel Celeron Dual Core N3350 1.1GHz,4,32GB Flash Storage,Intel HD Graphics 500,Windows 10,1.5,298.0,1.1,1920x1080,2073600,Intel,0,False,32,False
722,Dell,Latitude 5580,Notebook,15.6,Full HD 1920x1080,Intel Core i5 7300U 2.6GHz,16,512GB SSD,Intel HD Graphics 620,Windows 10,1.93,1426.66,2.6,1920x1080,2073600,Intel,512,True,512,False
723,Lenovo,Thinkpad E470,Notebook,14.0,IPS Panel Full HD 1920x1080,Intel Core i5 7200U 2.5GHz,8,256GB SSD,Nvidia GeForce 920MX,Windows 10,1.87,857.07,2.5,1920x1080,2073600,Nvidia,256,True,256,True
724,Dell,Latitude 5580,Notebook,15.6,Full HD 1920x1080,Intel Core i5 7300U 2.6GHz,8,256GB SSD,Intel HD Graphics 620,Windows 10,1.9,1179.0,2.6,1920x1080,2073600,Intel,256,True,256,False
725,Lenovo,110-15ACL (A6-7310/4GB/500GB/W10),Notebook,15.6,1366x768,AMD A6-Series 7310 2GHz,4,500GB HDD,AMD Radeon R4,Windows 10,2.19,298.0,2.0,1366x768,1049088,AMD,0,False,500,True
726,Mediacom,Smartbook 142,Notebook,14.0,IPS Panel Full HD 1920x1200,Intel Atom Z8350 1.92GHz,4,32GB HDD,Intel HD Graphics 400,Windows 10,1.4,265.0,1.92,1920x1200,2304000,Intel,0,False,32,False
727,HP,ProBook 470,Notebook,17.3,Full HD 1920x1080,Intel Core i7 7500U 2.7GHz,8,256GB SSD,Nvidia GeForce 930MX,Windows 10,2.63,1200.0,2.7,1920x1080,2073600,Nvidia,256,True,256,True
728,Lenovo,ThinkPad X1,Ultrabook,14.0,IPS Panel Quad HD+ 2560x1440,Intel Core i7 6500U 2.5GHz,8,512GB SSD,Intel HD Graphics 520,Windows 10,1.17,1686.64,2.5,2560x1440,3686400,Intel,512,True,512,False
729,HP,Pavilion X360,2 in 1 Convertible,13.3,IPS Panel Touchscreen 1366x768,Intel Core i5 7200U 2.5GHz,8,256GB SSD,Intel HD Graphics 620,Windows 10,1.58,836.6,2.5,1366x768,1049088,Intel,256,True,256,False
730,Lenovo,ThinkPad T470s,Ultrabook,14.0,IPS Panel Full HD 1920x1080,Intel Core i5 7200U 2.5GHz,8,256GB SSD,Intel HD Graphics 620,Windows 10,1.32,1499.0,2.5,1920x1080,2073600,Intel,256,True,256,False
731,Dell,Alienware 17,Gaming,17.3,4K Ultra HD 3840x2160,Intel Core i7 7700HQ 2.8GHz,32,1024GB SSD +  1024GB HDD,Nvidia GeForce GTX 1070,Windows 10,4.36,3659.4,2.8,3840x2160,8294400,Nvidia,0,False,2048,True
732,MSI,GL72M 7REX,Gaming,17.3,Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,8,128GB SSD +  1024GB HDD,Nvidia GeForce GTX 1050 Ti,Windows 10,2.7,1348.48,2.8,1920x1080,2073600,Nvidia,128,True,1152,True
733,Lenovo,V310-15IKB (i5-7200U/4GB/1TB/No,Notebook,15.6,1366x768,Intel Core i5 7200U 2.5GHz,4,1024GB HDD,Intel HD Graphics 620,No OS,1.9,489.9,2.5,1366x768,1049088,Intel,0,False,1024,False
734,Dell,Inspiron 5570,Notebook,15.6,Full HD 1920x1080,Intel Core i5 8250U 1.6GHz,8,128GB SSD +  1024GB HDD,AMD Radeon 530,Windows 10,2.2,719.0,1.6,1920x1080,2073600,AMD,128,True,1152,True
735,Dell,Inspiron 5378,2 in 1 Convertible,13.3,Full HD / Touchscreen 1920x1080,Intel Core i3 7100U 2.4GHz,4,1024GB HDD,Intel HD Graphics 620,Windows 10,1.71,649.0,2.4,1920x1080,2073600,Intel,0,False,1024,False
736,Dell,Inspiron 5567,Notebook,15.6,1366x768,Intel Core i5 7200U 2.5GHz,8,1024GB HDD,AMD Radeon R7 M445,Linux,2.32,589.52,2.5,1366x768,1049088,AMD,0,False,1024,True
737,HP,15-BW037na (A9-9420/4GB/1TB/Radeon,Notebook,15.6,Full HD 1920x1080,AMD A9-Series 9420 3GHz,4,1024GB HDD,AMD Radeon 520,Windows 10,2.1,489.0,3.0,1920x1080,2073600,AMD,0,False,1024,True
738,Acer,Predator 17,Gaming,17.3,IPS Panel Full HD 1920x1080,Intel Core i7 6700HQ 2.6GHz,16,128GB SSD +  1024GB HDD,Nvidia GeForce GTX 1060,Windows 10,4.2,1935.0,2.6,1920x1080,2073600,Nvidia,128,True,1152,True
739,Dell,Inspiron 3567,Notebook,15.6,1366x768,Intel Core i5 7200U 2.5GHz,12,1024GB HDD,Intel HD Graphics 620,Windows 10,2.25,649.0,2.5,1366x768,1049088,Intel,0,False,1024,False
740,HP,15-BW091ND (A9-9420/6GB/1TB,Notebook,15.6,Full HD 1920x1080,AMD A9-Series A9-9420 3GHz,6,128GB SSD +  1024GB HDD,AMD Radeon 520,Windows 10,2.1,650.0,3.0,1920x1080,2073600,AMD,128,True,1152,True
741,Acer,Extensa EX2540-58KR,Notebook,15.6,1366x768,Intel Core i5 7200U 2.5GHz,4,500GB HDD,Intel HD Graphics 620,Windows 10,2.4,559.0,2.5,1366x768,1049088,Intel,0,False,500,False
742,Lenovo,ThinkPad 13,Notebook,13.3,IPS Panel Full HD 1920x1080,Intel Core i5 7200U 2.5GHz,8,256GB SSD,Intel HD Graphics 620,Windows 10,1.44,960.0,2.5,1920x1080,2073600,Intel,256,True,256,False
743,Lenovo,V310-15IKB (i7-7500U/4GB/1TB/FHD/W10),Notebook,15.6,Full HD 1920x1080,Intel Core i7 7500U 2.7GHz,4,1024GB HDD,Intel HD Graphics 620,Windows 10,1.85,779.0,2.7,1920x1080,2073600,Intel,0,False,1024,False
744,HP,ZBook 15,Workstation,15.6,Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,16,256GB SSD,Nvidia Quadro M2200,Windows 10,2.6,2419.0,2.8,1920x1080,2073600,Nvidia,256,True,256,True
745,Dell,Inspiron 5379,2 in 1 Convertible,13.3,Full HD / Touchscreen 1920x1080,Intel Core i5 8250U 1.6GHz,8,1024GB HDD,Intel UHD Graphics 620,Windows 10,1.55,659.0,1.6,1920x1080,2073600,Intel,0,False,1024,False
746,MSI,GS63VR 7RF,Gaming,15.6,Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,16,256GB SSD +  1024GB HDD,Nvidia GeForce GTX 1060,Windows 10,1.8,2094.48,2.8,1920x1080,2073600,Nvidia,256,True,1280,True
747,Acer,Aspire ES1-572,Notebook,15.6,1366x768,Intel Core i3 6006U 2GHz,4,500GB HDD,Intel HD Graphics 520,Windows 10,2.4,410.8,2.0,1366x768,1049088,Intel,0,False,500,False
748,Dell,Inspiron 7560,Notebook,15.6,Full HD 1920x1080,Intel Core i7 7500U 2.7GHz,8,128GB SSD +  1024GB HDD,Nvidia GeForce 940MX,Windows 10,2.0,1207.0,2.7,1920x1080,2073600,Nvidia,128,True,1152,True
749,Dell,Vostro 3568,Notebook,15.6,1366x768,Intel Core i3 6006U 2GHz,8,256GB SSD,Intel HD Graphics 520,Windows 10,2.0,665.0,2.0,1366x768,1049088,Intel,256,True,256,False
750,Toshiba,Tecra X40-D-10G,Notebook,14.0,IPS Panel Full HD / Touchscreen 1920x1080,Intel Core i5 7200U 2.5GHz,8,256GB SSD,Intel HD Graphics 620,Windows 10,1.25,1535.0,2.5,1920x1080,2073600,Intel,256,True,256,False
751,Lenovo,Flex 5,2 in 1 Convertible,14.0,Full HD / Touchscreen 1920x1080,Intel Core i5 7200U 2.5GHz,8,256GB SSD,Intel HD Graphics 620,Windows 10,1.7,999.0,2.5,1920x1080,2073600,Intel,256,True,256,False
752,Lenovo,Thinkpad P51s,Workstation,15.6,IPS Panel 4K Ultra HD 3840x2160,Intel Core i7 7600U 2.8GHz,16,1024GB SSD,Nvidia Quadro M520M,Windows 10,2.5,3299.0,2.8,3840x2160,8294400,Nvidia,0,False,1024,True
753,Acer,Chromebook 14,Notebook,14.0,1366x768,Intel Celeron Dual Core N3060 1.6GHz,2,32GB Flash Storage,Intel HD Graphics 400,Chrome OS,1.68,330.0,1.6,1366x768,1049088,Intel,0,False,32,False
754,Samsung,Notebook 9,Ultrabook,13.3,Full HD 1920x1080,Intel Core i7 7500U 2.7GHz,16,256GB SSD,Intel HD Graphics 620,Windows 10,0.81,1649.0,2.7,1920x1080,2073600,Intel,256,True,256,False
755,HP,250 G6,Notebook,15.6,Full HD 1920x1080,Intel Core i3 6006U 2GHz,8,256GB SSD,Intel HD Graphics 520,Windows 10,1.86,539.0,2.0,1920x1080,2073600,Intel,256,True,256,False
757,Dell,Latitude 5480,Notebook,14.0,1366x768,Intel Core i5 7200U 2.5GHz,8,256GB SSD,Intel HD Graphics 620,Windows 10,1.6,1126.71,2.5,1366x768,1049088,Intel,256,True,256,False
758,HP,Zbook 17,Workstation,17.3,IPS Panel Full HD 1920x1080,Intel Xeon E3-1535M v5 2.9GHz,16,256GB SSD,Nvidia Quadro M2000M,Windows 7,3.0,4389.0,2.9,1920x1080,2073600,Nvidia,256,True,256,True
759,Lenovo,N23 (N3060/4GB/128GB/W10),Netbook,11.6,Touchscreen 1366x768,Intel Celeron Dual Core N3060 1.6GHz,4,128GB SSD,Intel HD Graphics 400,Windows 10,1.4,475.0,1.6,1366x768,1049088,Intel,128,True,128,False
760,HP,EliteBook 850,Notebook,15.6,Full HD 1920x1080,Intel Core i5 6300U 2.4GHz,8,256GB SSD,Intel HD Graphics 520,Windows 10,1.84,1900.0,2.4,1920x1080,2073600,Intel,256,True,256,False
761,Asus,X550VX-XX015D (i5-6300HQ/4GB/1TB/GeForce,Notebook,15.6,1366x768,Intel Core i5 6300HQ 2.3GHz,4,1024GB HDD,Nvidia GeForce GTX 950M,No OS,2.45,579.0,2.3,1366x768,1049088,Nvidia,0,False,1024,True
762,Lenovo,Thinkpad T460,Ultrabook,14.0,Full HD 1920x1080,Intel Core i5 6200U 2.3GHz,4,180GB SSD,Intel HD Graphics 520,Windows 10,1.7,1096.0,2.3,1920x1080,2073600,Intel,180,True,180,False
763,Asus,Pro P2540UA-XO0192R,Notebook,15.6,1366x768,Intel Core i7 7500U 2.7GHz,4,256GB SSD,Intel HD Graphics 620,Windows 10,2.37,849.9,2.7,1366x768,1049088,Intel,256,True,256,False
764,Lenovo,Yoga 900-13ISK,2 in 1 Convertible,13.3,IPS Panel Quad HD+ / Touchscreen 3200x1800,Intel Core i5 6260U 1.8GHz,8,256GB SSD,Intel HD Graphics 540,Windows 10,1.3,1199.0,1.8,3200x1800,5760000,Intel,256,True,256,False
765,HP,15-cb003na (i5-7300HQ/8GB/1TB,Notebook,15.6,IPS Panel Full HD 1920x1080,Intel Core i5 7300HQ 2.5GHz,8,128GB SSD +  1024GB HDD,Nvidia GeForce GTX 1050,Windows 10,2.2,1099.0,2.5,1920x1080,2073600,Nvidia,128,True,1152,True
766,HP,ZBook 15,Workstation,15.6,Full HD 1920x1080,Intel Core i7 6700HQ 2.6GHz,8,256GB SSD,Nvidia Quadro M1000M,Windows 7,2.59,1561.0,2.6,1920x1080,2073600,Nvidia,256,True,256,True
767,Dell,Alienware 17,Gaming,15.6,IPS Panel 4K Ultra HD 3840x2160,Intel Core i7 7700HQ 2.8GHz,16,256GB SSD +  1024GB HDD,Nvidia GeForce GTX 1070,Windows 10,4.42,2868.99,2.8,3840x2160,8294400,Nvidia,256,True,1280,True
768,Acer,Aspire 3,Notebook,15.6,1366x768,Intel Core i5 7200U 2.5GHz,4,256GB SSD,Intel HD Graphics 620,Windows 10,2.1,599.0,2.5,1366x768,1049088,Intel,256,True,256,False
769,Lenovo,Legion Y520-15IKBN,Gaming,15.6,IPS Panel Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,8,128GB SSD +  1024GB HDD,Nvidia GeForce GTX 1050,Windows 10,2.5,1048.0,2.8,1920x1080,2073600,Nvidia,128,True,1152,True
770,Dell,Latitude 7280,Ultrabook,12.5,Full HD 1920x1080,Intel Core i7 7600U 2.8GHz,16,256GB SSD,Intel HD Graphics 620,Windows 10,1.18,1859.0,2.8,1920x1080,2073600,Intel,256,True,256,False
771,Google,Pixelbook (Core,Ultrabook,12.3,Touchscreen 2400x1600,Intel Core i5 7Y57 1.2GHz,8,256GB SSD,Intel HD Graphics 615,Chrome OS,1.1,1559.0,1.2,2400x1600,3840000,Intel,256,True,256,False
772,Asus,Zenbook UX330UA-AH5Q,Ultrabook,13.3,IPS Panel Quad HD+ 3200x1800,Intel Core i5 7200U 2.5GHz,8,256GB SSD,Intel HD Graphics 620,Windows 10,1.2,1129.0,2.5,3200x1800,5760000,Intel,256,True,256,False
773,Dell,Latitude 3380,Notebook,13.3,1366x768,Intel Core i3 6006U 2GHz,4,500GB HDD,Intel HD Graphics 520,Windows 10,1.65,849.0,2.0,1366x768,1049088,Intel,0,False,500,False
774,Acer,TravelMate P238-M,Notebook,13.3,1366x768,Intel Core i5 6200U 2.3GHz,4,128GB SSD,Intel HD Graphics 520,Windows 10,1.6,655.0,2.3,1366x768,1049088,Intel,128,True,128,False
775,Asus,X751NV-TY001 (N4200/4GB/1TB/GeForce,Notebook,17.3,1366x768,Intel Pentium Quad Core N4200 1.1GHz,4,1024GB HDD,Nvidia GeForce 920MX,Windows 10,2.8,470.34,1.1,1366x768,1049088,Nvidia,0,False,1024,True
776,Dell,Inspiron 7559,Gaming,15.6,IPS Panel Touchscreen / 4K Ultra HD 3840x2160,Intel Core i7 6700HQ 2.6GHz,16,128GB SSD +  1024GB HDD,Nvidia GeForce GTX 960M,Windows 10,2.72,1099.0,2.6,3840x2160,8294400,Nvidia,128,True,1152,True
777,Samsung,Notebook 9,Ultrabook,13.3,Full HD / Touchscreen 1920x1080,Intel Core i7 7500U 2.7GHz,8,256GB SSD,Intel HD Graphics 620,Windows 10,1.31,1599.0,2.7,1920x1080,2073600,Intel,256,True,256,False
778,Acer,Aspire A315-31,Notebook,15.6,1366x768,Intel Pentium Quad Core N4200 1.1GHz,4,1024GB HDD,Intel HD Graphics 505,Linux,2.1,298.0,1.1,1366x768,1049088,Intel,0,False,1024,False
779,Dell,Inspiron 5567,Notebook,15.6,Full HD 1920x1080,Intel Core i7 7500U 2.7GHz,16,256GB SSD,AMD Radeon R7 M445,Windows 10,2.3,1181.27,2.7,1920x1080,2073600,AMD,256,True,256,True
780,Samsung,Notebook 9,2 in 1 Convertible,15.0,Full HD / Touchscreen 1920x1080,Intel Core i7 7500U 2.7GHz,16,256GB SSD,AMD Radeon 540,Windows 10,1.71,1799.0,2.7,1920x1080,2073600,AMD,256,True,256,True
781,Toshiba,Tecra A40-C-1E5,Notebook,14.0,IPS Panel 1366x768,Intel Core i5 6200U 2.3GHz,4,128GB SSD,Intel HD Graphics 520,Windows 10,1.75,1020.0,2.3,1366x768,1049088,Intel,128,True,128,False
782,Dell,Inspiron 7567,Gaming,15.6,Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,8,1024GB HDD,Nvidia GeForce GTX 1050,Windows 10,2.62,1099.0,2.8,1920x1080,2073600,Nvidia,0,False,1024,True
783,HP,EliteBook 820,Ultrabook,12.5,1366x768,Intel Core i5 6200U 2.3GHz,4,256GB SSD,Intel HD Graphics 520,Windows 10,1.26,1244.0,2.3,1366x768,1049088,Intel,256,True,256,False
784,Asus,Q524UQ-BHI7T15 (i7-7500U/12GB/2TB/GeForce,2 in 1 Convertible,15.6,Full HD / Touchscreen 1920x1080,Intel Core i7 7500U 2.7GHz,12,2048GB HDD,Nvidia GeForce 940MX,Windows 10,2.3,839.0,2.7,1920x1080,2073600,Nvidia,0,False,2048,True
785,Lenovo,Thinkpad P50,Notebook,15.6,4K Ultra HD 3840x2160,Intel Core i7 6820HQ 2.7GHz,16,512GB SSD,Nvidia Quadro M2000M,Windows 7,2.5,2370.0,2.7,3840x2160,8294400,Nvidia,512,True,512,True
786,Acer,Swift 3,Notebook,14.0,IPS Panel Full HD 1920x1080,Intel Core i3 7100U 2.4GHz,4,128GB SSD,Intel HD Graphics 620,Windows 10,1.8,636.0,2.4,1920x1080,2073600,Intel,128,True,128,False
787,Razer,Blade Pro,Gaming,14.0,Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,16,512GB SSD,Nvidia GeForce GTX 1060,Windows 10,1.95,2899.0,2.8,1920x1080,2073600,Nvidia,512,True,512,True
788,Asus,Vivobook Max,Notebook,15.6,1920x1080,Intel Pentium Dual Core N4200 1.1GHz,8,128GB SSD,Intel HD Graphics 505,Windows 10,2.0,581.9,1.1,1920x1080,2073600,Intel,128,True,128,False
789,Dell,Alienware 17,Gaming,17.3,IPS Panel Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,32,1024GB SSD +  1024GB HDD,Nvidia GeForce GTX 1070M,Windows 10,4.42,3588.8,2.8,1920x1080,2073600,Nvidia,0,False,2048,True
790,Asus,Rog G752VS-BA171T,Gaming,17.3,IPS Panel Full HD 1920x1080,Intel Core i7 6700HQ 2.6GHz,16,256GB SSD +  1024GB HDD,Nvidia GeForce GTX 1070,Windows 10,4.3,2350.0,2.6,1920x1080,2073600,Nvidia,256,True,1280,True
791,Toshiba,Tecra Z40-C-161,Ultrabook,14.0,IPS Panel Full HD 1920x1080,Intel Core i7 6600U 2.6GHz,16,512GB SSD,Nvidia GeForce 930M,Windows 10,1.47,1764.0,2.6,1920x1080,2073600,Nvidia,512,True,512,True
792,Lenovo,IdeaPad 110-15IBR,Notebook,15.6,1366x768,Intel Celeron Quad Core N3710 1.6GHz,8,1024GB HDD,Intel HD Graphics 405,No OS,2.2,329.0,1.6,1366x768,1049088,Intel,0,False,1024,False
793,Lenovo,ThinkPad T470s,Ultrabook,14.0,Full HD 1920x1080,Intel Core i7 7500U 2.7GHz,16,512GB SSD,Intel HD Graphics 620,Windows 10,1.7,2299.0,2.7,1920x1080,2073600,Intel,512,True,512,False
794,MSI,GS43VR 7RE,Gaming,14.0,IPS Panel Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,16,256GB SSD +  1024GB HDD,Nvidia GeForce GTX 1060,Windows 10,1.6,1891.0,2.8,1920x1080,2073600,Nvidia,256,True,1280,True
795,MSI,GL62M (i5-7300HQ/8GB/1TB,Gaming,15.6,Full HD 1920x1080,Intel Core i5 7300HQ 2.5GHz,8,128GB SSD +  1024GB HDD,Nvidia GeForce GTX 1050,Windows 10,2.2,1089.0,2.5,1920x1080,2073600,Nvidia,128,True,1152,True
796,Lenovo,Legion Y520-15IKBN,Gaming,15.6,IPS Panel Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,4,1024GB HDD,Nvidia GeForce GTX 1050,Windows 10,2.4,999.0,2.8,1920x1080,2073600,Nvidia,0,False,1024,True
797,Acer,Predator G9-793,Gaming,17.3,IPS Panel Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,16,256GB SSD +  1024GB HDD,Nvidia GeForce GTX 1060,Windows 10,4.2,2299.0,2.8,1920x1080,2073600,Nvidia,256,True,1280,True
